1.4
1395,-200
5449,-100
5719,-200
9232,-100
9841,-80
10314,-83.3333333333333
10854,-86.9565217391304
11395,-90.9090909090909
11732,-100
12003,-90.9090909090909
12273,-98.0392156862745
12543,-90.9090909090909
12814,-96.1538461538461
13084,-90.9090909090909
13354,-94.3396226415094
13624,-90.9090909090909
13895,-92.5925925925926
14165,-90.9090909090909
14368,-100
14908,-99.009900990099
15178,-98.0392156862745
15449,-97.0873786407767
15719,-96.1538461538461
15989,-95.2380952380952
16192,-94.3396226415094
16259,-92.5925925925926
16327,-90.0900900900901
16395,-86.9565217391304
16530,-95.2380952380952
17070,-94.3396226415094
17273,-93.4579439252336
17341,-91.743119266055
17408,-89.2857142857143
17476,-86.9565217391304
17543,-84.7457627118644
17611,-82.6446280991736
17678,-80.6451612903226
17746,-78.7401574803149
17814,-76.9230769230769
17881,-75.187969924812
17949,-73.5294117647059
18016,-71.9424460431655
18422,-83.3333333333333
18692,-133.333333333333
22611,-133.333333333333
22678,-126.984126984127
22746,-121.212121212121
22814,-115.942028985507
22881,-111.111111111111
22949,-111.014774956399
23016,-110.918605708759
23084,-110.822480118447
23151,-110.726643598616
23219,-110.630972689638
23287,-110.535344781847
23354,-110.440004020016
23422,-110.344827586207
23489,-110.249815055935
23557,-110.154966006178
23624,-110.060158882845
23692,-109.965635738832
23759,-109.871274814427
23827,-109.77695518246
23895,-109.682917653356
23962,-109.58904109589
24030,-109.495325097095
24097,-109.401769245412
24165,-109.308253647616
24232,-109.215017064846
24300,-109.121939402405
24368,-109.028901381178
24435,-108.936140545051
24503,-108.843537414966
24570,-108.751091589082
24638,-108.658802666922
24705,-108.566552382276
24773,-108.474576271186
24841,-108.38275587001
24908,-108.290973514194
24976,-108.19946354706
25043,-108.108108108108
25111,-108.016906806253
25178,-107.925859251728
25246,-107.834848772408
25314,-107.744107744108
25381,-107.653519301199
25449,-107.562967361093
25516,-107.472683130765
25584,-107.38255033557
25651,-107.292568594821
25719,-107.202737529106
25787,-107.112942028334
25854,-107.023411371237
25922,-106.934030258053
25989,-106.844684156429
26057,-106.755601199506
26124,-106.666666666667
26192,-106.577880187279
26259,-106.489241391942
26327,-106.40063670141
26395,-106.312292358804
26462,-106.22409459893
26530,-106.135930408793
26575,-106.077385574324
26620,-106.018792891228
26665,-105.960264900662
26800,-105.785179919434
26935,-105.610561056106
27003,-105.523523303815
27070,-105.436628895752
27138,-105.349766492243
27205,-105.263157894737
27273,-105.219962331253
27341,-105.176691583025
27408,-105.133566940119
27476,-105.09047764673
27543,-105.047313309915
27611,-105.004294675652
27678,-104.961201092016
27746,-104.918252943219
27814,-104.875339927196
27881,-104.832352102518
27949,-104.789509312644
28016,-104.746701526369
28084,-104.703819071801
28151,-104.66108125363
28219,-104.618268860582
28287,-104.575600839115
28354,-104.532967607324
28422,-104.49025994042
28489,-104.447696249388
28557,-104.405167220536
28624,-104.36256389598
28692,-104.320104153192
28759,-104.277570207481
28827,-104.235179581579
28895,-104.192823406709
28962,-104.150393167734
29030,-104.108105857122
29097,-104.065852871697
29165,-104.023525960631
29232,-103.981341588065
29300,-103.939191415454
29368,-103.896967455314
29435,-103.854885645385
29503,-103.812730139846
